,ranking,band_singer,song,songurl,titletext,url,year,0
1445,46,Katy Perry,Roar,/wiki/Roar_(song),Roar,/wiki/Katy_Perry,2014,46
1446,47,Paramore,Ain't It Fun,/wiki/Ain%27t_It_Fun_(Paramore_song),Ain't It Fun,/wiki/Paramore,2014,47
1447,48,Aloe Blacc,The Man,/wiki/The_Man_(Aloe_Blacc_song),The Man,/wiki/Aloe_Blacc,2014,48
1448,49,Florida Georgia Line,This Is How We Roll,/wiki/This_Is_How_We_Roll,This Is How We Roll,/wiki/Florida_Georgia_Line,2014,49
1448,49,Luke Bryan,This Is How We Roll,/wiki/This_Is_How_We_Roll,This Is How We Roll,/wiki/Luke_Bryan,2014,49
1449,50,MKTO,Classic,/wiki/Classic_(MKTO_song),Classic,/wiki/MKTO,2014,50
1450,51,Coldplay,A Sky Full of Stars,/wiki/A_Sky_Full_of_Stars,A Sky Full of Stars,/wiki/Coldplay,2014,51
1451,52,Ed Sheeran,Don't,/wiki/Don%27t_(Ed_Sheeran_song),Don't,/wiki/Ed_Sheeran,2014,52
1452,53,Trey Songz,Na Na,/wiki/Na_Na_(song),Na Na,/wiki/Trey_Songz,2014,53
1453,54,Bobby Shmurda,Hot Boy,/wiki/Hot_Nigga,Hot Boy,/wiki/Bobby_Shmurda,2014,54
1454,55,Drake,"Hold On, We're Going Home","/wiki/Hold_On,_We%27re_Going_Home","Hold On, We're Going Home",/wiki/Drake_(rapper),2014,55
1454,55,Majid Jordan,"Hold On, We're Going Home","/wiki/Hold_On,_We%27re_Going_Home","Hold On, We're Going Home",/wiki/Majid_Jordan,2014,55
1455,56,Ed Sheeran,Sing,/wiki/Sing_(Ed_Sheeran_song),Sing,/wiki/Ed_Sheeran,2014,56
1456,57,Imagine Dragons,Radioactive,/wiki/Radioactive_(Imagine_Dragons_song),Radioactive,/wiki/Imagine_Dragons,2014,57
1457,58,YG,My Hitta,/wiki/My_Nigga,My Hitta,/wiki/YG_(rapper),2014,58
1457,58,Jeezy,My Hitta,/wiki/My_Nigga,My Hitta,/wiki/Jeezy,2014,58
1457,58,Rich Homie Quan,My Hitta,/wiki/My_Nigga,My Hitta,/wiki/Rich_Homie_Quan,2014,58
1458,59,Echosmith,Cool Kids,/wiki/Cool_Kids_(Echosmith_song),Cool Kids,/wiki/Echosmith,2014,59
1459,60,Avicii,Hey Brother,/wiki/Hey_Brother,Hey Brother,/wiki/Avicii,2014,60
1460,61,Jason Derulo,Trumpets,/wiki/Trumpets_(Jason_Derulo_song),Trumpets,/wiki/Jason_Derulo,2014,61
1461,62,Maroon 5,Animals,/wiki/Animals_(Maroon_5_song),Animals,/wiki/Maroon_5,2014,62
1462,63,Jason Aldean,Burnin' It Down,/wiki/Burnin%27_It_Down,Burnin' It Down,/wiki/Jason_Aldean,2014,63
1463,64,Luke Bryan,Play It Again,/wiki/Play_It_Again_(Luke_Bryan_song),Play It Again,/wiki/Luke_Bryan,2014,64
1464,65,Tinashe,2 On,/wiki/2_On,2 On,/wiki/Tinashe,2014,65
1464,65,ScHoolboy Q,2 On,/wiki/2_On,2 On,/wiki/ScHoolboy_Q,2014,65
1465,66,Florida Georgia Line,Dirt,/wiki/Dirt_(Florida_Georgia_Line_song),Dirt,/wiki/Florida_Georgia_Line,2014,66
1466,67,OneRepublic,Love Runs Out,/wiki/Love_Runs_Out,Love Runs Out,/wiki/OneRepublic,2014,67
1467,68,Brantley Gilbert,Bottoms Up,/wiki/Bottoms_Up_(Brantley_Gilbert_song),Bottoms Up,/wiki/Brantley_Gilbert,2014,68
1468,69,Becky G,Shower,/wiki/Shower_(song),Shower,/wiki/Becky_G,2014,69
1469,70,Rixton,Me and My Broken Heart,/wiki/Me_and_My_Broken_Heart,Me and My Broken Heart,/wiki/Rixton_(band),2014,70
1470,71,Martin Garrix,Animals,/wiki/Animals_(Martin_Garrix_composition),Animals,/wiki/Martin_Garrix,2014,71
1471,72,Rich Gang,Lifestyle,/wiki/Lifestyle_(song),Lifestyle,/wiki/Rich_Gang,2014,72
1471,72,Young Thug,Lifestyle,/wiki/Lifestyle_(song),Lifestyle,/wiki/Young_Thug,2014,72
1471,72,Rich Homie Quan,Lifestyle,/wiki/Lifestyle_(song),Lifestyle,/wiki/Rich_Homie_Quan,2014,72
1472,73,Kenny Chesney,American Kids,/wiki/American_Kids,American Kids,/wiki/Kenny_Chesney,2014,73
1473,74,Sara Bareilles,Brave,/wiki/Brave_(Sara_Bareilles_song),Brave,/wiki/Sara_Bareilles,2014,74
1474,75,The Neighbourhood,Sweater Weather,/wiki/Sweater_Weather,Sweater Weather,/wiki/The_Neighbourhood,2014,75
1475,76,Sam Hunt,Leave the Night On,/wiki/Leave_the_Night_On,Leave the Night On,/wiki/Sam_Hunt,2014,76
1476,77,Chris Brown,New Flame,/wiki/New_Flame,New Flame,/wiki/Chris_Brown,2014,77
1476,77,Usher,New Flame,/wiki/New_Flame,New Flame,/wiki/Usher_(musician),2014,77
1476,77,Rick Ross,New Flame,/wiki/New_Flame,New Flame,/wiki/Rick_Ross,2014,77
1477,78,Michael Jackson,Love Never Felt So Good,/wiki/Love_Never_Felt_So_Good,Love Never Felt So Good,/wiki/Michael_Jackson,2014,78
1477,78,Justin Timberlake,Love Never Felt So Good,/wiki/Love_Never_Felt_So_Good,Love Never Felt So Good,/wiki/Justin_Timberlake,2014,78
1478,79,Dierks Bentley,Drunk on a Plane,/wiki/Drunk_on_a_Plane,Drunk on a Plane,/wiki/Dierks_Bentley,2014,79
1479,80,Katy Perry,Birthday,/wiki/Birthday_(Katy_Perry_song),Birthday,/wiki/Katy_Perry,2014,80
1480,81,Lady Antebellum,Bartender,/wiki/Bartender_(Lady_Antebellum_song),Bartender,/wiki/Lady_Antebellum,2014,81
1481,82,Naughty Boy,La La La,/wiki/La_La_La_(Naughty_Boy_song),La La La,/wiki/Naughty_Boy,2014,82
1481,82,Sam Smith,La La La,/wiki/La_La_La_(Naughty_Boy_song),La La La,/wiki/Sam_Smith_(singer),2014,82
1482,83,Robin Thicke,Blurred Lines,/wiki/Blurred_Lines,Blurred Lines,/wiki/Robin_Thicke,2014,83
1482,83,T.I.,Blurred Lines,/wiki/Blurred_Lines,Blurred Lines,/wiki/T.I.,2014,83
1482,83,Pharrell Williams,Blurred Lines,/wiki/Blurred_Lines,Blurred Lines,/wiki/Pharrell_Williams,2014,83
1483,84,Lady Gaga,Do What U Want,/wiki/Do_What_U_Want,Do What U Want,/wiki/Lady_Gaga,2014,84
1483,84,R. Kelly,Do What U Want,/wiki/Do_What_U_Want,Do What U Want,/wiki/R._Kelly,2014,84
1484,85,Shakira,Can't Remember to Forget You,/wiki/Can%27t_Remember_to_Forget_You,Can't Remember to Forget You,/wiki/Shakira,2014,85
1484,85,Rihanna,Can't Remember to Forget You,/wiki/Can%27t_Remember_to_Forget_You,Can't Remember to Forget You,/wiki/Rihanna,2014,85
1485,86,5 Seconds of Summer,Amnesia,/wiki/Amnesia_(5_Seconds_of_Summer_song),Amnesia,/wiki/5_Seconds_of_Summer,2014,86
1486,87,T.I.,No Mediocre,/wiki/No_Mediocre,No Mediocre,/wiki/T.I.,2014,87
1486,87,Iggy Azalea,No Mediocre,/wiki/No_Mediocre,No Mediocre,/wiki/Iggy_Azalea,2014,87
1487,88,KONGOS,Come with Me Now,/wiki/Come_with_Me_Now,Come with Me Now,/wiki/Kongos_(band),2014,88
1488,89,Lil Wayne,Believe Me,/wiki/Believe_Me_(Lil_Wayne_song),Believe Me,/wiki/Lil_Wayne,2014,89
1488,89,Drake,Believe Me,/wiki/Believe_Me_(Lil_Wayne_song),Believe Me,/wiki/Drake_(rapper),2014,89
1489,90,Mike WiLL Made-It,23,/wiki/23_(song),23,/wiki/Mike_Will_Made_It,2014,90
1489,90,Miley Cyrus,23,/wiki/23_(song),23,/wiki/Miley_Cyrus,2014,90
1489,90,Wiz Khalifa,23,/wiki/23_(song),23,/wiki/Wiz_Khalifa,2014,90
1489,90,Juicy J,23,/wiki/23_(song),23,/wiki/Juicy_J,2014,90
1490,91,Jake Owen,Beachin',/wiki/Beachin%27,Beachin',/wiki/Jake_Owen,2014,91
1491,92,Macklemore & Ryan Lewis,White Walls,/wiki/White_Walls,White Walls,/wiki/Macklemore_%26_Ryan_Lewis,2014,92
1491,92,ScHoolboy Q,White Walls,/wiki/White_Walls,White Walls,/wiki/ScHoolboy_Q,2014,92
1491,92,Hollis,White Walls,/wiki/White_Walls,White Walls,/wiki/Hollis_(singer),2014,92
1492,93,5 Seconds of Summer,She Looks So Perfect,/wiki/She_Looks_So_Perfect,She Looks So Perfect,/wiki/5_Seconds_of_Summer,2014,93
1493,94,Zedd,Stay the Night,/wiki/Stay_the_Night_(Zedd_song),Stay the Night,/wiki/Zedd,2014,94
1493,94,Hayley Williams,Stay the Night,/wiki/Stay_the_Night_(Zedd_song),Stay the Night,/wiki/Hayley_Williams,2014,94
1494,95,Beyoncé,Partition,/wiki/Partition_(song),Partition,/wiki/Beyonc%C3%A9,2014,95
1495,96,ScHoolboy Q,Studio,/wiki/Studio_(song),Studio,/wiki/ScHoolboy_Q,2014,96
1495,96,BJ the Chicago Kid,Studio,/wiki/Studio_(song),Studio,/wiki/BJ_the_Chicago_Kid,2014,96
1496,97,Drake,0 to 100 / The Catch Up,/wiki/0_to_100_/_The_Catch_Up,0 to 100 / The Catch Up,/wiki/Drake_(rapper),2014,97
1497,98,Lee Brice,I Don't Dance,/wiki/I_Don%27t_Dance_(Lee_Brice_song),I Don't Dance,/wiki/Lee_Brice,2014,98
1498,99,Miranda Lambert,Somethin' Bad,/wiki/Somethin%27_Bad,Somethin' Bad,/wiki/Miranda_Lambert,2014,99
1498,99,Carrie Underwood,Somethin' Bad,/wiki/Somethin%27_Bad,Somethin' Bad,/wiki/Carrie_Underwood,2014,99
1499,100,Miley Cyrus,Adore You,/wiki/Adore_You,Adore You,/wiki/Miley_Cyrus,2014,100
1500,1,Mark Ronson,Uptown Funk,/wiki/Uptown_Funk,Uptown Funk,/wiki/Mark_Ronson,2015,1
1500,1,Bruno Mars,Uptown Funk,/wiki/Uptown_Funk,Uptown Funk,/wiki/Bruno_Mars,2015,1
1501,2,Ed Sheeran,Thinking Out Loud,/wiki/Thinking_Out_Loud,Thinking Out Loud,/wiki/Ed_Sheeran,2015,2
1502,3,Wiz Khalifa,See You Again,/wiki/See_You_Again_(Wiz_Khalifa_song),See You Again,/wiki/Wiz_Khalifa,2015,3
1502,3,Charlie Puth,See You Again,/wiki/See_You_Again_(Wiz_Khalifa_song),See You Again,/wiki/Charlie_Puth,2015,3
1503,4,Fetty Wap,Trap Queen,/wiki/Trap_Queen,Trap Queen,/wiki/Fetty_Wap,2015,4
1504,5,Maroon 5,Sugar,/wiki/Sugar_(Maroon_5_song),Sugar,/wiki/Maroon_5,2015,5
1505,6,Walk the Moon,Shut Up and Dance,/wiki/Shut_Up_and_Dance_(Walk_the_Moon_song),Shut Up and Dance,/wiki/Walk_the_Moon,2015,6
1506,7,Taylor Swift,Blank Space,/wiki/Blank_Space,Blank Space,/wiki/Taylor_Swift,2015,7
1507,8,Silentó,Watch Me,/wiki/Watch_Me_(Whip/Nae_Nae),Watch Me,/wiki/Silent%C3%B3,2015,8
1508,9,The Weeknd,Earned It,/wiki/Earned_It,Earned It,/wiki/The_Weeknd,2015,9
1509,10,The Weeknd,The Hills,/wiki/The_Hills_(song),The Hills,/wiki/The_Weeknd,2015,10
1510,11,OMI,Cheerleader,/wiki/Cheerleader_(song),Cheerleader,/wiki/Omi_(singer),2015,11
1511,12,The Weeknd,Can't Feel My Face,/wiki/Can%27t_Feel_My_Face,Can't Feel My Face,/wiki/The_Weeknd,2015,12
1512,13,Ellie Goulding,Love Me Like You Do,/wiki/Love_Me_Like_You_Do,Love Me Like You Do,/wiki/Ellie_Goulding,2015,13
1513,14,Hozier,Take Me to Church,/wiki/Take_Me_to_Church,Take Me to Church,/wiki/Hozier_(musician),2015,14
1514,15,Taylor Swift,Bad Blood,/wiki/Bad_Blood_(Taylor_Swift_song),Bad Blood,/wiki/Taylor_Swift,2015,15
1514,15,Kendrick Lamar,Bad Blood,/wiki/Bad_Blood_(Taylor_Swift_song),Bad Blood,/wiki/Kendrick_Lamar,2015,15
1515,16,Major Lazer,Lean On,/wiki/Lean_On,Lean On,/wiki/Major_Lazer,2015,16
1515,16,DJ Snake,Lean On,/wiki/Lean_On,Lean On,/wiki/DJ_Snake,2015,16
1515,16,MØ,Lean On,/wiki/Lean_On,Lean On,/wiki/M%C3%98,2015,16
1516,17,Jason Derulo,Want to Want Me,/wiki/Want_to_Want_Me,Want to Want Me,/wiki/Jason_Derulo,2015,17
1517,18,Taylor Swift,Shake It Off,/wiki/Shake_It_Off_(Taylor_Swift_song),Shake It Off,/wiki/Taylor_Swift,2015,18
1518,19,Skrillex,Where Are Ü Now,/wiki/Where_Are_%C3%9C_Now,Where Are Ü Now,/wiki/Skrillex,2015,19
1518,19,Diplo,Where Are Ü Now,/wiki/Where_Are_%C3%9C_Now,Where Are Ü Now,/wiki/Diplo,2015,19
1518,19,Justin Bieber,Where Are Ü Now,/wiki/Where_Are_%C3%9C_Now,Where Are Ü Now,/wiki/Justin_Bieber,2015,19
1519,20,Rachel Platten,Fight Song,/wiki/Fight_Song_(Rachel_Platten_song),Fight Song,/wiki/Rachel_Platten,2015,20
1520,21,Fetty Wap,679,/wiki/679_(song),679,/wiki/Fetty_Wap,2015,21
1521,22,Meghan Trainor,Lips Are Movin,/wiki/Lips_Are_Movin,Lips Are Movin,/wiki/Meghan_Trainor,2015,22
1522,23,Fifth Harmony,Worth It,/wiki/Worth_It_(Fifth_Harmony_song),Worth It,/wiki/Fifth_Harmony,2015,23
1522,23,Kid Ink,Worth It,/wiki/Worth_It_(Fifth_Harmony_song),Worth It,/wiki/Kid_Ink,2015,23
1523,24,Omarion,Post to Be,/wiki/Post_to_Be,Post to Be,/wiki/Omarion,2015,24
1523,24,Chris Brown,Post to Be,/wiki/Post_to_Be,Post to Be,/wiki/Chris_Brown,2015,24
1523,24,Jhené Aiko,Post to Be,/wiki/Post_to_Be,Post to Be,/wiki/Jhen%C3%A9_Aiko,2015,24
1524,25,Andy Grammer,"Honey, I'm Good.","/wiki/Honey,_I%27m_Good.","Honey, I'm Good.",/wiki/Andy_Grammer,2015,25
1525,26,Sam Smith,I'm Not the Only One,/wiki/I%27m_Not_the_Only_One,I'm Not the Only One,/wiki/Sam_Smith_(singer),2015,26
1526,27,Selena Gomez,Good for You,/wiki/Good_for_You_(song),Good for You,/wiki/Selena_Gomez,2015,27
1526,27,ASAP Rocky,Good for You,/wiki/Good_for_You_(song),Good for You,/wiki/ASAP_Rocky,2015,27
1527,28,Meghan Trainor,All About That Bass,/wiki/All_About_That_Bass,All About That Bass,/wiki/Meghan_Trainor,2015,28
1528,29,Taylor Swift,Style,/wiki/Style_(Taylor_Swift_song),Style,/wiki/Taylor_Swift,2015,29
1529,30,Drake,Hotline Bling,/wiki/Hotline_Bling,Hotline Bling,/wiki/Drake_(rapper),2015,30
1530,31,David Guetta,Hey Mama,/wiki/Hey_Mama_(David_Guetta_song),Hey Mama,/wiki/David_Guetta,2015,31
1530,31,Nicki Minaj,Hey Mama,/wiki/Hey_Mama_(David_Guetta_song),Hey Mama,/wiki/Nicki_Minaj,2015,31
1530,31,Bebe Rexha,Hey Mama,/wiki/Hey_Mama_(David_Guetta_song),Hey Mama,/wiki/Bebe_Rexha,2015,31
1530,31,Afrojack,Hey Mama,/wiki/Hey_Mama_(David_Guetta_song),Hey Mama,/wiki/Afrojack,2015,31
1531,32,Flo Rida,G.D.F.R.,/wiki/G.D.F.R._(song),G.D.F.R.,/wiki/Flo_Rida,2015,32
1531,32,Sage the Gemini,G.D.F.R.,/wiki/G.D.F.R._(song),G.D.F.R.,/wiki/Sage_the_Gemini,2015,32
1531,32,Lookas,G.D.F.R.,/wiki/G.D.F.R._(song),G.D.F.R.,/wiki/Lookas,2015,32
1532,33,Justin Bieber,What Do You Mean?,/wiki/What_Do_You_Mean%3F,What Do You Mean?,/wiki/Justin_Bieber,2015,33
1533,34,Ed Sheeran,Photograph,/wiki/Photograph_(Ed_Sheeran_song),Photograph,/wiki/Ed_Sheeran,2015,34
1534,35,Adele,Hello,/wiki/Hello_(Adele_song),Hello,/wiki/Adele,2015,35
1535,36,Shawn Mendes,Stitches,/wiki/Stitches_(Shawn_Mendes_song),Stitches,/wiki/Shawn_Mendes,2015,36
1536,37,Tove Lo,Talking Body,/wiki/Talking_Body,Talking Body,/wiki/Tove_Lo,2015,37
1537,38,Nick Jonas,Jealous,/wiki/Jealous_(Nick_Jonas_song),Jealous,/wiki/Nick_Jonas,2015,38
1538,39,Pitbull,Time of Our Lives,/wiki/Time_of_Our_Lives_(Pitbull_and_Ne-Yo_song),Time of Our Lives,/wiki/Pitbull_(rapper),2015,39
1538,39,Ne-Yo,Time of Our Lives,/wiki/Time_of_Our_Lives_(Pitbull_and_Ne-Yo_song),Time of Our Lives,/wiki/Ne-Yo,2015,39
1539,40,R. City,Locked Away,/wiki/Locked_Away,Locked Away,/wiki/R._City,2015,40
1539,40,Adam Levine,Locked Away,/wiki/Locked_Away,Locked Away,/wiki/Adam_Levine,2015,40
1540,41,Natalie La Rose,Somebody,/wiki/Somebody_(Natalie_La_Rose_song),Somebody,/wiki/Natalie_La_Rose,2015,41
1540,41,Jeremih,Somebody,/wiki/Somebody_(Natalie_La_Rose_song),Somebody,/wiki/Jeremih,2015,41
1541,42,Rihanna,FourFiveSeconds,/wiki/FourFiveSeconds,FourFiveSeconds,/wiki/Rihanna,2015,42
1541,42,Kanye West,FourFiveSeconds,/wiki/FourFiveSeconds,FourFiveSeconds,/wiki/Kanye_West,2015,42
1541,42,Paul McCartney,FourFiveSeconds,/wiki/FourFiveSeconds,FourFiveSeconds,/wiki/Paul_McCartney,2015,42
1542,43,Fall Out Boy,Centuries,/wiki/Centuries_(song),Centuries,/wiki/Fall_Out_Boy,2015,43
1543,44,Fetty Wap,My Way,/wiki/My_Way_(Fetty_Wap_song),My Way,/wiki/Fetty_Wap,2015,44
1544,45,Sam Hunt,Take Your Time,/wiki/Take_Your_Time_(Sam_Hunt_song),Take Your Time,/wiki/Sam_Hunt_(musician),2015,45
1545,46,Maroon 5,Animals,/wiki/Animals_(Maroon_5_song),Animals,/wiki/Maroon_5,2015,46
1546,47,Big Sean,I Don't Fuck with You,/wiki/I_Don%27t_Fuck_with_You,I Don't Fuck with You,/wiki/Big_Sean,2015,47
1546,47,E-40,I Don't Fuck with You,/wiki/I_Don%27t_Fuck_with_You,I Don't Fuck with You,/wiki/E-40,2015,47
1547,48,Rihanna,Bitch Better Have My Money,/wiki/Bitch_Better_Have_My_Money,Bitch Better Have My Money,/wiki/Rihanna,2015,48
1548,49,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)","/wiki/Flex_(Ooh,_Ooh,_Ooh)","Flex (Ooh, Ooh, Ooh)",/wiki/Rich_Homie_Quan,2015,49
1549,50,T-Wayne,Nasty Freestyle,/wiki/Nasty_Freestyle,Nasty Freestyle,/wiki/T-Wayne,2015,50
1550,51,Nicki Minaj,Only,/wiki/Only_(Nicki_Minaj_song),Only,/wiki/Nicki_Minaj,2015,51
1550,51,Drake,Only,/wiki/Only_(Nicki_Minaj_song),Only,/wiki/Drake_(rapper),2015,51
1550,51,Lil Wayne,Only,/wiki/Only_(Nicki_Minaj_song),Only,/wiki/Lil_Wayne,2015,51
1550,51,Chris Brown,Only,/wiki/Only_(Nicki_Minaj_song),Only,/wiki/Chris_Brown,2015,51
1551,52,Sia,Elastic Heart,/wiki/Elastic_Heart,Elastic Heart,/wiki/Sia_Furler,2015,52
1552,53,Demi Lovato,Cool for the Summer,/wiki/Cool_for_the_Summer,Cool for the Summer,/wiki/Demi_Lovato,2015,53
1553,54,X Ambassadors,Renegades,/wiki/Renegades_(X_Ambassadors_song),Renegades,/wiki/X_Ambassadors,2015,54
1554,55,Usher,I Don't Mind,/wiki/I_Don%27t_Mind_(Usher_song),I Don't Mind,/wiki/Usher_(musician),2015,55
1554,55,Juicy J,I Don't Mind,/wiki/I_Don%27t_Mind_(Usher_song),I Don't Mind,/wiki/Juicy_J,2015,55
1555,56,Ariana Grande,Love Me Harder,/wiki/Love_Me_Harder,Love Me Harder,/wiki/Ariana_Grande,2015,56
1555,56,The Weeknd,Love Me Harder,/wiki/Love_Me_Harder,Love Me Harder,/wiki/The_Weeknd,2015,56
1556,57,Taylor Swift,Wildest Dreams,/wiki/Wildest_Dreams_(Taylor_Swift_song),Wildest Dreams,/wiki/Taylor_Swift,2015,57
1557,58,Sam Smith,Stay with Me,/wiki/Stay_with_Me_(Sam_Smith_song),Stay with Me,/wiki/Sam_Smith_(singer),2015,58
1558,59,DJ Snake,You Know You Like It,/wiki/You_Know_You_Like_It,You Know You Like It,/wiki/DJ_Snake,2015,59
1558,59,AlunaGeorge,You Know You Like It,/wiki/You_Know_You_Like_It,You Know You Like It,/wiki/AlunaGeorge,2015,59
1559,60,Fall Out Boy,Uma Thurman,/wiki/Uma_Thurman_(song),Uma Thurman,/wiki/Fall_Out_Boy,2015,60
1560,61,Beyoncé,7/11,/wiki/7/11_(song),7/11,/wiki/Beyonc%C3%A9,2015,61
1561,62,Selena Gomez,The Heart Wants What It Wants,/wiki/The_Heart_Wants_What_It_Wants,The Heart Wants What It Wants,/wiki/Selena_Gomez,2015,62
1562,63,Little Big Town,Girl Crush,/wiki/Girl_Crush,Girl Crush,/wiki/Little_Big_Town,2015,63
1563,64,Trey Songz,Slow Motion,/wiki/Slow_Motion_(Trey_Songz_song),Slow Motion,/wiki/Trey_Songz,2015,64
1564,65,One Direction,Drag Me Down,/wiki/Drag_Me_Down,Drag Me Down,/wiki/One_Direction,2015,65
1565,66,Nicki Minaj,Truffle Butter,/wiki/Truffle_Butter,Truffle Butter,/wiki/Nicki_Minaj,2015,66
1565,66,Drake,Truffle Butter,/wiki/Truffle_Butter,Truffle Butter,/wiki/Drake_(rapper),2015,66
1565,66,Lil Wayne,Truffle Butter,/wiki/Truffle_Butter,Truffle Butter,/wiki/Lil_Wayne,2015,66
1566,67,Ariana Grande,One Last Time,/wiki/One_Last_Time_(Ariana_Grande_song),One Last Time,/wiki/Ariana_Grande,2015,67
1567,68,Nick Jonas,Chains,/wiki/Chains_(Nick_Jonas_song),Chains,/wiki/Nick_Jonas,2015,68
1568,69,Meek Mill,All Eyes on You,/wiki/All_Eyes_on_You,All Eyes on You,/wiki/Meek_Mill,2015,69
1568,69,Chris Brown,All Eyes on You,/wiki/All_Eyes_on_You,All Eyes on You,/wiki/Chris_Brown,2015,69
1568,69,Nicki Minaj,All Eyes on You,/wiki/All_Eyes_on_You,All Eyes on You,/wiki/Nicki_Minaj,2015,69
1569,70,Rae Sremmurd,No Type,/wiki/No_Type,No Type,/wiki/Rae_Sremmurd,2015,70
1570,71,Vance Joy,Riptide,/wiki/Riptide_(Vance_Joy_song),Riptide,/wiki/Vance_Joy,2015,71
1571,72,Jidenna,Classic Man,/wiki/Classic_Man,Classic Man,/wiki/Jidenna,2015,72
1571,72,Roman GianArthur,Classic Man,/wiki/Classic_Man,Classic Man,/wiki/Roman_GianArthur,2015,72
1572,73,Elle King,Ex's & Oh's,/wiki/Ex%27s_%26_Oh%27s,Ex's & Oh's,/wiki/Elle_King,2015,73
1573,74,Meghan Trainor,Dear Future Husband,/wiki/Dear_Future_Husband,Dear Future Husband,/wiki/Meghan_Trainor,2015,74
1574,75,Charlie Puth,Marvin Gaye,/wiki/Marvin_Gaye_(song),Marvin Gaye,/wiki/Charlie_Puth,2015,75
1574,75,Meghan Trainor,Marvin Gaye,/wiki/Marvin_Gaye_(song),Marvin Gaye,/wiki/Meghan_Trainor,2015,75
1575,76,Meghan Trainor,Like I'm Gonna Lose You,/wiki/Like_I%27m_Gonna_Lose_You,Like I'm Gonna Lose You,/wiki/Meghan_Trainor,2015,76
1575,76,John Legend,Like I'm Gonna Lose You,/wiki/Like_I%27m_Gonna_Lose_You,Like I'm Gonna Lose You,/wiki/John_Legend,2015,76
1576,77,Tove Lo,Habits (Stay High),/wiki/Habits_(Tove_Lo_song),Habits (Stay High),/wiki/Tove_Lo,2015,77
1577,78,James Newton Howard,The Hanging Tree,/wiki/The_Hanging_Tree_(The_Hunger_Games_song),The Hanging Tree,/wiki/James_Newton_Howard,2015,78
1577,78,Jennifer Lawrence,The Hanging Tree,/wiki/The_Hanging_Tree_(The_Hunger_Games_song),The Hanging Tree,/wiki/Jennifer_Lawrence,2015,78
1578,79,O.T. Genasis,CoCo,/wiki/CoCo_(O.T._Genasis_song),CoCo,/wiki/O.T._Genasis,2015,79
1579,80,Jessie J,Bang Bang,"/wiki/Bang_Bang_(Jessie_J,_Ariana_Grande_and_Nicki_Minaj_song)",Bang Bang,/wiki/Jessie_J,2015,80
1579,80,Ariana Grande,Bang Bang,"/wiki/Bang_Bang_(Jessie_J,_Ariana_Grande_and_Nicki_Minaj_song)",Bang Bang,/wiki/Ariana_Grande,2015,80
1579,80,Nicki Minaj,Bang Bang,"/wiki/Bang_Bang_(Jessie_J,_Ariana_Grande_and_Nicki_Minaj_song)",Bang Bang,/wiki/Nicki_Minaj,2015,80
1580,81,Sam Smith,Lay Me Down,/wiki/Lay_Me_Down_(Sam_Smith_song),Lay Me Down,/wiki/Sam_Smith_(singer),2015,81
1581,82,ILoveMakonnen,Tuesday,/wiki/Tuesday_(ILoveMakonnen_song),Tuesday,/wiki/ILoveMakonnen,2015,82
1581,82,Drake,Tuesday,/wiki/Tuesday_(ILoveMakonnen_song),Tuesday,/wiki/Drake_(rapper),2015,82
1582,83,iLoveMemphis,Hit the Quan,/wiki/Hit_the_Quan,Hit the Quan,/wiki/ILoveMemphis,2015,83
1583,84,Macklemore & Ryan Lewis,Downtown,/wiki/Downtown_(Macklemore_%26_Ryan_Lewis_song),Downtown,/wiki/Macklemore_%26_Ryan_Lewis,2015,84
1583,84,Eric Nally,Downtown,/wiki/Downtown_(Macklemore_%26_Ryan_Lewis_song),Downtown,/wiki/Eric_Nally,2015,84
1583,84,Melle Mel,Downtown,/wiki/Downtown_(Macklemore_%26_Ryan_Lewis_song),Downtown,/wiki/Melle_Mel,2015,84
1583,84,Kool Moe Dee,Downtown,/wiki/Downtown_(Macklemore_%26_Ryan_Lewis_song),Downtown,/wiki/Kool_Moe_Dee,2015,84
1583,84,Grandmaster Caz,Downtown,/wiki/Downtown_(Macklemore_%26_Ryan_Lewis_song),Downtown,/wiki/Grandmaster_Caz,2015,84
1584,85,Sam Hunt,House Party,/wiki/House_Party_(Sam_Hunt_song),House Party,/wiki/Sam_Hunt_(musician),2015,85
1585,86,Chris Brown,Ayo,/wiki/Ayo_(Chris_Brown_and_Tyga_song),Ayo,/wiki/Chris_Brown,2015,86
1585,86,Tyga,Ayo,/wiki/Ayo_(Chris_Brown_and_Tyga_song),Ayo,/wiki/Tyga,2015,86
1586,87,Luke Bryan,Kick the Dust Up,/wiki/Kick_the_Dust_Up,Kick the Dust Up,/wiki/Luke_Bryan,2015,87
1587,88,Big Sean,Blessings,/wiki/Blessings_(Big_Sean_song),Blessings,/wiki/Big_Sean,2015,88
1587,88,Drake,Blessings,/wiki/Blessings_(Big_Sean_song),Blessings,/wiki/Drake_(rapper),2015,88
1588,89,George Ezra,Budapest,/wiki/Budapest_(George_Ezra_song),Budapest,/wiki/George_Ezra,2015,89
1589,90,Sia,Chandelier,/wiki/Chandelier_(Sia_song),Chandelier,/wiki/Sia_Furler,2015,90
1590,91,Kelly Clarkson,Heartbeat Song,/wiki/Heartbeat_Song_(Kelly_Clarkson_song),Heartbeat Song,/wiki/Kelly_Clarkson,2015,91
