,index,artist,ranking,song,songurl,titletext,url,year
207,7,Fat Joe,"8
",What's Luv?,/wiki/What%27s_Luv%3F,What's Luv?,/wiki/Fat_Joe,2002
208,8,Usher,"9
",U Got It Bad,/wiki/U_Got_It_Bad,U Got It Bad,/wiki/Usher_(entertainer),2002
209,9,Puddle of Mudd,"10
",Blurry,/wiki/Blurry,Blurry,/wiki/Puddle_of_Mudd,2002
210,10,Avril Lavigne,"11
",Complicated,/wiki/Complicated_(Avril_Lavigne_song),Complicated,/wiki/Avril_Lavigne,2002
211,11,Ja Rule,"12
",Always on Time,/wiki/Always_on_Time,Always on Time,/wiki/Ja_Rule,2002
212,12,Jennifer Lopez,"13
",Ain't It Funny,/wiki/Ain%27t_It_Funny_(Murder_Remix),Ain't It Funny,/wiki/Jennifer_Lopez,2002
213,13,Jimmy Eat World,"14
",The Middle,/wiki/The_Middle_(Jimmy_Eat_World_song),The Middle,/wiki/Jimmy_Eat_World,2002
214,14,P. Diddy,"15
",I Need a Girl (Part One),/wiki/I_Need_a_Girl_(Part_One),I Need a Girl (Part One),/wiki/Sean_Combs,2002
215,15,Usher,"16
",U Don't Have to Call,/wiki/U_Don%27t_Have_to_Call,U Don't Have to Call,/wiki/Usher_(entertainer),2002
216,16,Mary J. Blige,"17
",Family Affair,/wiki/Family_Affair_(Mary_J._Blige_song),Family Affair,/wiki/Mary_J._Blige,2002
217,17,P. Diddy,"18
",I Need a Girl (Part Two),/wiki/I_Need_a_Girl_(Part_Two),I Need a Girl (Part Two),/wiki/Sean_Combs,2002
218,18,Eve,"19
",Gangsta Lovin',/wiki/Gangsta_Lovin%27,Gangsta Lovin',/wiki/Eve_(entertainer),2002
219,19,Creed,"20
",My Sacrifice,/wiki/My_Sacrifice,My Sacrifice,/wiki/Creed_(band),2002
220,20,Eminem,"21
",Without Me,/wiki/Without_Me_(Eminem_song),Without Me,/wiki/Eminem,2002
221,21,Enrique Iglesias,"22
",Hero,/wiki/Hero_(Enrique_Iglesias_song),Hero,/wiki/Enrique_Iglesias,2002
222,22,Michelle Branch,"23
",All You Wanted,/wiki/All_You_Wanted,All You Wanted,/wiki/Michelle_Branch,2002
223,23,Pink,"24
",Get the Party Started,/wiki/Get_the_Party_Started,Get the Party Started,/wiki/Pink_(singer),2002
224,24,Chad Kroeger,"25
",Hero,/wiki/Hero_(Chad_Kroeger_song),Hero,/wiki/Chad_Kroeger,2002
225,25,Default,"26
",Wasting My Time,/wiki/Wasting_My_Time_(Default_song),Wasting My Time,/wiki/Default_(band),2002
226,26,Creed,"27
",One Last Breath,/wiki/One_Last_Breath,One Last Breath,/wiki/Creed_(band),2002
227,27,Shakira,"28
","Whenever, Wherever","/wiki/Whenever,_Wherever","Whenever, Wherever",/wiki/Shakira,2002
228,28,Jennifer Lopez,"29
",I'm Gonna Be Alright,/wiki/I%27m_Gonna_Be_Alright,I'm Gonna Be Alright,/wiki/Jennifer_Lopez,2002
229,29,Cam'ron,"30
",Oh Boy,/wiki/Oh_Boy_(Cam%27ron_song),Oh Boy,/wiki/Cam%27ron,2002
230,30,DJ Sammy,"31
",Heaven,/wiki/Heaven_(Bryan_Adams_song)#DJ_Sammy_version,Heaven,/wiki/DJ_Sammy,2002
231,31,No Doubt,"32
",Hey Baby,/wiki/Hey_Baby_(No_Doubt_song),Hey Baby,/wiki/No_Doubt,2002
232,32,'N Sync,"33
",Girlfriend,/wiki/Girlfriend_(%27N_Sync_song),Girlfriend,/wiki/%27N_Sync,2002
233,33,Mario,"34
",Just a Friend 2002,/wiki/Just_a_Friend_2002,Just a Friend 2002,/wiki/Mario_(entertainer),2002
234,34,Sheryl Crow,"35
",Soak Up the Sun,/wiki/Soak_Up_the_Sun,Soak Up the Sun,/wiki/Sheryl_Crow,2002
235,35,Pink,"36
",Don't Let Me Get Me,/wiki/Don%27t_Let_Me_Get_Me,Don't Let Me Get Me,/wiki/Pink_(singer),2002
236,36,N.O.R.E.,"37
",Nothin',/wiki/Nothin%27_(song),Nothin',/wiki/N.O.R.E.,2002
237,37,Tweet,"38
",Oops (Oh My),/wiki/Oops_(Oh_My),Oops (Oh My),/wiki/Tweet_(singer),2002
238,38,Kelly Clarkson,"39
",A Moment Like This,/wiki/A_Moment_Like_This,A Moment Like This,/wiki/Kelly_Clarkson,2002
239,39,Truth Hurts,"40
",Addictive,/wiki/Addictive_(song),Addictive,/wiki/Truth_Hurts_(singer),2002
240,40,Ashanti,"41
",Happy,/wiki/Happy_(Ashanti_song),Happy,/wiki/Ashanti_(entertainer),2002
241,41,John Mayer,"42
",No Such Thing,/wiki/No_Such_Thing_(John_Mayer_song),No Such Thing,/wiki/John_Mayer,2002
242,42,Pink,"43
",Just Like a Pill,/wiki/Just_Like_a_Pill,Just Like a Pill,/wiki/Pink_(singer),2002
243,43,Ja Rule,"44
",Down 4 U,/wiki/Down_4_U,Down 4 U,/wiki/Ja_Rule,2002
244,44,Kylie Minogue,"45
",Can't Get You Out of My Head,/wiki/Can%27t_Get_You_Out_of_My_Head,Can't Get You Out of My Head,/wiki/Kylie_Minogue,2002
245,45,Five for Fighting,"46
",Superman (It's Not Easy),/wiki/Superman_(It%27s_Not_Easy),Superman (It's Not Easy),/wiki/Five_for_Fighting,2002
246,46,Eminem,"47
",Cleanin' Out My Closet,/wiki/Cleanin%27_Out_My_Closet,Cleanin' Out My Closet,/wiki/Eminem,2002
247,47,Musiq Soulchild,"48
",Halfcrazy,/wiki/Halfcrazy,Halfcrazy,/wiki/Musiq_Soulchild,2002
248,48,Mr. Cheeks,"49
","Lights, Camera, Action!","/wiki/Lights,_Camera,_Action!","Lights, Camera, Action!",/wiki/Mr._Cheeks,2002
249,49,Big Tymers,"50
",Still Fly,/wiki/Still_Fly,Still Fly,/wiki/Big_Tymers,2002
250,50,Alicia Keys,"51
",A Woman's Worth,/wiki/A_Woman%27s_Worth,A Woman's Worth,/wiki/Alicia_Keys,2002
251,51,Craig David,"52
",7 Days,/wiki/7_Days_(Craig_David_song),7 Days,/wiki/Craig_David,2002
252,52,Cam'ron,"53
",Hey Ma,/wiki/Hey_Ma_(song),Hey Ma,/wiki/Cam%27ron,2002
253,53,Missy Elliott,"54
",Work It,/wiki/Work_It_(Missy_Elliott_song),Work It,/wiki/Missy_Elliott,2002
254,54,Ludacris,"55
",Move Bitch,/wiki/Move_Bitch,Move Bitch,/wiki/Ludacris,2002
255,55,LeAnn Rimes,"56
",Can't Fight the Moonlight,/wiki/Can%27t_Fight_the_Moonlight,Can't Fight the Moonlight,/wiki/LeAnn_Rimes,2002
256,56,Enrique Iglesias,"57
",Escape,/wiki/Escape_(Enrique_Iglesias_song),Escape,/wiki/Enrique_Iglesias,2002
257,57,Aaliyah,"58
",More than a Woman,/wiki/More_than_a_Woman_(Aaliyah_song),More than a Woman,/wiki/Aaliyah,2002
258,58,No Doubt,"59
",Hella Good,/wiki/Hella_Good,Hella Good,/wiki/No_Doubt,2002
259,59,Faith Evans,"60
",I Love You,/wiki/I_Love_You_(Faith_Evans_song),I Love You,/wiki/Faith_Evans,2002
260,60,Daniel Bedingfield,"61
",Gotta Get thru This,/wiki/Gotta_Get_thru_This_(song),Gotta Get thru This,/wiki/Daniel_Bedingfield,2002
261,61,Busta Rhymes,"62
","Pass the Courvoisier, Part II","/wiki/Pass_the_Courvoisier,_Part_II","Pass the Courvoisier, Part II",/wiki/Busta_Rhymes,2002
262,62,Eminem,"63
",Lose Yourself,/wiki/Lose_Yourself,Lose Yourself,/wiki/Eminem,2002
263,63,Michael Jackson,"64
",Butterflies,/wiki/Butterflies_(Michael_Jackson_song),Butterflies,/wiki/Michael_Jackson,2002
264,64,Brandy,"65
",What About Us?,/wiki/What_About_Us%3F_(Brandy_Norwood_song),What About Us?,/wiki/Brandy_Norwood,2002
265,65,Shakira,"66
",Underneath Your Clothes,/wiki/Underneath_Your_Clothes,Underneath Your Clothes,/wiki/Shakira,2002
266,66,Mary J. Blige,"67
",Rainy Dayz,/wiki/Rainy_Dayz,Rainy Dayz,/wiki/Mary_J._Blige,2002
267,67,Ginuwine,"68
",Differences,/wiki/Differences_(song),Differences,/wiki/Ginuwine,2002
268,68,Angie Martinez,"69
",If I Could Go!,/wiki/If_I_Could_Go!,If I Could Go!,/wiki/Angie_Martinez,2002
269,69,Outkast,"70
",The Whole World,/wiki/The_Whole_World,The Whole World,/wiki/Outkast,2002
270,70,No Doubt,"71
",Underneath It All,/wiki/Underneath_It_All,Underneath It All,/wiki/No_Doubt,2002
271,71,City High,"72
",Caramel,/wiki/Caramel_(City_High_song),Caramel,/wiki/City_High,2002
272,72,LL Cool J,"73
",Luv U Better,/wiki/Luv_U_Better,Luv U Better,/wiki/LL_Cool_J,2002
273,73,Sean Paul,"74
",Gimme the Light,/wiki/Gimme_the_Light,Gimme the Light,/wiki/Sean_Paul,2002
274,74,'N Sync,"75
",Gone,/wiki/Gone_(%27N_Sync_song),Gone,/wiki/%27N_Sync,2002
275,75,Ja Rule,"76
",Livin' It Up,/wiki/Livin%27_It_Up_(Ja_Rule_song),Livin' It Up,/wiki/Ja_Rule,2002
276,76,Ludacris,"77
",Rollout (My Business),/wiki/Rollout_(My_Business),Rollout (My Business),/wiki/Ludacris,2002
277,77,Goo Goo Dolls,"78
",Here Is Gone,/wiki/Here_Is_Gone,Here Is Gone,/wiki/Goo_Goo_Dolls,2002
278,78,Mary J. Blige,"79
",No More Drama,/wiki/No_More_Drama_(song),No More Drama,/wiki/Mary_J._Blige,2002
279,79,Dirty Vegas,"80
",Days Go By,/wiki/Days_Go_By_(Dirty_Vegas_song),Days Go By,/wiki/Dirty_Vegas,2002
280,80,Ashanti,"81
",Baby,/wiki/Baby_(Ashanti_song),Baby,/wiki/Ashanti_(entertainer),2002
281,81,Kenny Chesney,"82
",The Good Stuff,/wiki/The_Good_Stuff,The Good Stuff,/wiki/Kenny_Chesney,2002
282,82,Fat Joe,"83
",We Thuggin',/wiki/We_Thuggin%27,We Thuggin',/wiki/Fat_Joe,2002
283,83,Steve Holy,"84
",Good Morning Beautiful,/wiki/Good_Morning_Beautiful_(song),Good Morning Beautiful,/wiki/Steve_Holy,2002
284,84,Aaliyah,"85
",Rock the Boat,/wiki/Rock_the_Boat_(Aaliyah_song),Rock the Boat,/wiki/Aaliyah,2002
285,85,Alan Jackson,"86
",Drive (For Daddy Gene),/wiki/Drive_(For_Daddy_Gene),Drive (For Daddy Gene),/wiki/Alan_Jackson,2002
286,86,Jewel,"87
",Standing Still,/wiki/Standing_Still_(Jewel_song),Standing Still,/wiki/Jewel_(singer),2002
287,87,Jaheim,"88
","""Anything""",,"""Anything""",/wiki/Jaheim,2002
288,88,Brandy,"89
",Full Moon,/wiki/Full_Moon_(Brandy_Norwood_song),Full Moon,/wiki/Brandy_Norwood,2002
289,89,B2K,"90
",Uh Huh,/wiki/Uh_Huh_(B2K_song),Uh Huh,/wiki/B2K,2002
290,90,Celine Dion,"91
",A New Day Has Come,/wiki/A_New_Day_Has_Come_(song),A New Day Has Come,/wiki/Celine_Dion,2002
291,91,Nelly Furtado,"92
",Turn Off the Light,/wiki/Turn_Off_the_Light,Turn Off the Light,/wiki/Nelly_Furtado,2002
292,92,George Strait,"93
",Living and Living Well,/wiki/Living_and_Living_Well,Living and Living Well,/wiki/George_Strait,2002
293,93,Toby Keith,"94
",My List,/wiki/My_List,My List,/wiki/Toby_Keith,2002
294,94,Alanis Morissette,"95
",Hands Clean,/wiki/Hands_Clean,Hands Clean,/wiki/Alanis_Morissette,2002
295,95,Avril Lavigne,"96
",Sk8er Boi,/wiki/Sk8er_Boi,Sk8er Boi,/wiki/Avril_Lavigne,2002
296,96,Dixie Chicks,"97
",Long Time Gone,/wiki/Long_Time_Gone,Long Time Gone,/wiki/Dixie_Chicks,2002
297,97,Alan Jackson,"98
",Where Were You (When the World Stopped Turning),/wiki/Where_Were_You_(When_the_World_Stopped_Turning),Where Were You (When the World Stopped Turning),/wiki/Alan_Jackson,2002
298,98,Justin Timberlake,"99
",Like I Love You,/wiki/Like_I_Love_You,Like I Love You,/wiki/Justin_Timberlake,2002
299,99,Toya,"100
",I Do!!,/wiki/I_Do!!,I Do!!,/wiki/Toya_(singer),2002
300,0,50 Cent,"1
",In Da Club,/wiki/In_Da_Club,In Da Club,/wiki/50_Cent,2003
301,1,R. Kelly,"2
",Ignition (Remix),/wiki/Ignition_(Remix),Ignition (Remix),/wiki/R._Kelly,2003
302,2,Sean Paul,"3
",Get Busy,/wiki/Get_Busy,Get Busy,/wiki/Sean_Paul,2003
303,3,Beyoncé,"4
",Crazy in Love,/wiki/Crazy_in_Love,Crazy in Love,/wiki/Beyonc%C3%A9,2003
304,4,3 Doors Down,"5
",When I'm Gone,/wiki/When_I%27m_Gone_(3_Doors_Down_song),When I'm Gone,/wiki/3_Doors_Down,2003
305,5,Matchbox Twenty,"6
",Unwell,/wiki/Unwell,Unwell,/wiki/Matchbox_Twenty,2003
306,6,Chingy,"7
",Right Thurr,/wiki/Right_Thurr,Right Thurr,/wiki/Chingy,2003
307,7,Aaliyah,"8
",Miss You,/wiki/Miss_You_(Aaliyah_song),Miss You,/wiki/Aaliyah,2003
308,8,Kid Rock,"9
",Picture,/wiki/Picture_(song),Picture,/wiki/Kid_Rock,2003
309,9,Evanescence,"10
",Bring Me to Life,/wiki/Bring_Me_to_Life,Bring Me to Life,/wiki/Evanescence,2003
310,10,Lil Jon & The East Side Boyz,"11
",Get Low,/wiki/Get_Low_(Lil_Jon_%26_the_East_Side_Boyz_song),Get Low,/wiki/Lil_Jon,2003
311,11,Beyoncé,"12
",Baby Boy,/wiki/Baby_Boy_(Beyonc%C3%A9_Knowles_song),Baby Boy,/wiki/Beyonc%C3%A9,2003
312,12,Nelly,"13
",Shake Ya Tailfeather,/wiki/Shake_Ya_Tailfeather,Shake Ya Tailfeather,/wiki/Nelly,2003
313,13,50 Cent,"14
",21 Questions,/wiki/21_Questions,21 Questions,/wiki/50_Cent,2003
314,14,Jennifer Lopez,"15
",All I Have,/wiki/All_I_Have_(song),All I Have,/wiki/Jennifer_Lopez,2003
315,15,Christina Aguilera,"16
",Beautiful,/wiki/Beautiful_(Christina_Aguilera_song),Beautiful,/wiki/Christina_Aguilera,2003
316,16,Busta Rhymes,"17
",I Know What You Want,/wiki/I_Know_What_You_Want,I Know What You Want,/wiki/Busta_Rhymes,2003
317,17,Avril Lavigne,"18
",I'm with You,/wiki/I%27m_with_You_(song),I'm with You,/wiki/Avril_Lavigne,2003
318,18,Uncle Kracker,"19
",Drift Away,/wiki/Drift_Away,Drift Away,/wiki/Uncle_Kracker,2003
319,19,Lil' Kim,"20
",Magic Stick,/wiki/Magic_Stick,Magic Stick,/wiki/Lil%27_Kim,2003
320,20,50 Cent,"21
",P.I.M.P.,/wiki/P.I.M.P.,P.I.M.P.,/wiki/50_Cent,2003
321,21,B2K,"22
","Bump, Bump, Bump","/wiki/Bump,_Bump,_Bump","Bump, Bump, Bump",/wiki/B2K,2003
322,22,Fabolous,"23
",Into You,/wiki/Into_You_(Fabolous_song),Into You,/wiki/Fabolous,2003
323,23,Fabolous,"24
",Can't Let You Go,/wiki/Can%27t_Let_You_Go,Can't Let You Go,/wiki/Fabolous,2003
324,24,Ja Rule,"25
",Mesmerize,/wiki/Mesmerize_(Ja_Rule_song),Mesmerize,/wiki/Ja_Rule,2003
325,25,The Black Eyed Peas,"26
",Where Is the Love?,/wiki/Where_Is_the_Love%3F,Where Is the Love?,/wiki/The_Black_Eyed_Peas,2003
326,26,Santana,"27
",The Game of Love,/wiki/The_Game_of_Love_(Santana_song),The Game of Love,/wiki/Santana_(band),2003
327,27,Eminem,"28
",Lose Yourself,/wiki/Lose_Yourself,Lose Yourself,/wiki/Eminem,2003
328,28,Ashanti,"29
",Rock wit U (Awww Baby),/wiki/Rock_wit_U_(Awww_Baby),Rock wit U (Awww Baby),/wiki/Ashanti_(entertainer),2003
329,29,Justin Timberlake,"30
",Cry Me a River,/wiki/Cry_Me_a_River_(Justin_Timberlake_song),Cry Me a River,/wiki/Justin_Timberlake,2003
330,30,Tyrese,"31
",How You Gonna Act Like That,/wiki/How_You_Gonna_Act_Like_That,How You Gonna Act Like That,/wiki/Tyrese_Gibson,2003
331,31,Justin Timberlake,"32
",Rock Your Body,/wiki/Rock_Your_Body,Rock Your Body,/wiki/Justin_Timberlake,2003
332,32,Wayne Wonder,"33
",No Letting Go,/wiki/No_Letting_Go_(song),No Letting Go,/wiki/Wayne_Wonder,2003
333,33,Pharrell,"34
",Frontin',/wiki/Frontin%27,Frontin',/wiki/Pharrell_Williams,2003
334,34,Dixie Chicks,"35
",Landslide,/wiki/Landslide_(Fleetwood_Mac_song),Landslide,/wiki/Dixie_Chicks,2003
335,35,Missy Elliott,"36
",Work It,/wiki/Work_It_(Missy_Elliott_song),Work It,/wiki/Missy_Elliott,2003
336,36,Jay-Z,"37
",'03 Bonnie & Clyde,/wiki/%2703_Bonnie_%26_Clyde,'03 Bonnie & Clyde,/wiki/Jay-Z,2003
337,37,Nivea,"38
",Don't Mess with My Man,/wiki/Don%27t_Mess_with_My_Man_(Nivea_song),Don't Mess with My Man,/wiki/Nivea_(singer),2003
338,38,Monica,"39
",So Gone,/wiki/So_Gone,So Gone,/wiki/Monica_(entertainer),2003
339,39,Nelly,"40
",Air Force Ones,/wiki/Air_Force_Ones_(song),Air Force Ones,/wiki/Nelly,2003
340,40,Lumidee,"41
","Never Leave You (Uh Oooh, Uh Oooh)","/wiki/Never_Leave_You_(Uh_Oooh,_Uh_Oooh)","Never Leave You (Uh Oooh, Uh Oooh)",/wiki/Lumidee,2003
341,41,Snoop Dogg,"42
",Beautiful,/wiki/Beautiful_(Snoop_Dogg_song),Beautiful,/wiki/Snoop_Dogg,2003
342,42,Missy Elliott,"43
",Gossip Folks,/wiki/Gossip_Folks,Gossip Folks,/wiki/Missy_Elliott,2003
343,43,Kelly Clarkson,"44
",Miss Independent,/wiki/Miss_Independent_(Kelly_Clarkson_song),Miss Independent,/wiki/Kelly_Clarkson,2003
344,44,Train,"45
",Calling All Angels,/wiki/Calling_All_Angels,Calling All Angels,/wiki/Train_(band),2003
345,45,YoungBloodZ,"46
",Damn!,/wiki/Damn!_(song),Damn!,/wiki/YoungBloodZ,2003
346,46,Clay Aiken,"47
",This Is the Night,/wiki/This_Is_the_Night_(Clay_Aiken_song),This Is the Night,/wiki/Clay_Aiken,2003
347,47,John Mayer,"48
",Your Body Is a Wonderland,/wiki/Your_Body_Is_a_Wonderland,Your Body Is a Wonderland,/wiki/John_Mayer,2003
348,48,Trapt,"49
",Headstrong,/wiki/Headstrong_(Trapt_song),Headstrong,/wiki/Trapt,2003
349,49,Ginuwine,"50
",In Those Jeans,/wiki/In_Those_Jeans,In Those Jeans,/wiki/Ginuwine,2003
350,50,Ludacris,"51
",Stand Up,/wiki/Stand_Up_(Ludacris_song),Stand Up,/wiki/Ludacris,2003
351,51,Jason Mraz,"52
",The Remedy (I Won't Worry),/wiki/The_Remedy_(I_Won%27t_Worry),The Remedy (I Won't Worry),/wiki/Jason_Mraz,2003
352,52,Santana,"53
",Why Don't You & I,/wiki/Why_Don%27t_You_%26_I,Why Don't You & I,/wiki/Santana_(band),2003
353,53,Jay-Z,"54
",Excuse Me Miss,/wiki/Excuse_Me_Miss,Excuse Me Miss,/wiki/Jay-Z,2003
354,54,Jennifer Lopez,"55
",Jenny from the Block,/wiki/Jenny_from_the_Block,Jenny from the Block,/wiki/Jennifer_Lopez,2003
355,55,Michelle Branch,"56
",Are You Happy Now?,/wiki/Are_You_Happy_Now%3F,Are You Happy Now?,/wiki/Michelle_Branch,2003
356,56,Shania Twain,"57
",Forever and for Always,/wiki/Forever_and_for_Always,Forever and for Always,/wiki/Shania_Twain,2003
357,57,Nas,"58
",I Can,/wiki/I_Can_(Nas_song),I Can,/wiki/Nas,2003
358,58,No Doubt,"59
",Underneath It All,/wiki/Underneath_It_All,Underneath It All,/wiki/No_Doubt,2003
359,59,Daniel Bedingfield,"60
",If You're Not the One,/wiki/If_You%27re_Not_the_One,If You're Not the One,/wiki/Daniel_Bedingfield,2003
360,60,R. Kelly,"61
",Thoia Thoing,/wiki/Thoia_Thoing,Thoia Thoing,/wiki/R._Kelly,2003
361,61,3 Doors Down,"62
",Here Without You,/wiki/Here_Without_You,Here Without You,/wiki/3_Doors_Down,2003
362,62,50 Cent,"63
",Wanksta,/wiki/Wanksta,Wanksta,/wiki/50_Cent,2003
363,63,Mýa,"64
",My Love Is Like...Wo,/wiki/My_Love_Is_Like...Wo,My Love Is Like...Wo,/wiki/M%C3%BDa,2003
364,64,Alan Jackson,"65
",It's Five O'Clock Somewhere,/wiki/It%27s_Five_O%27Clock_Somewhere,It's Five O'Clock Somewhere,/wiki/Alan_Jackson,2003
365,65,Sean Paul,"66
",Like Glue,/wiki/Like_Glue,Like Glue,/wiki/Sean_Paul,2003
366,66,Christina Aguilera,"67
",Can't Hold Us Down,/wiki/Can%27t_Hold_Us_Down,Can't Hold Us Down,/wiki/Christina_Aguilera,2003
367,67,Lonestar,"68
",My Front Porch Looking In,/wiki/My_Front_Porch_Looking_In,My Front Porch Looking In,/wiki/Lonestar,2003
368,68,Amanda Perez,"69
",Angel,/wiki/Angel_(Amanda_Perez_song),Angel,/wiki/Amanda_Perez,2003
369,69,Puddle of Mudd,"70
",She Hates Me,/wiki/She_Hates_Me,She Hates Me,/wiki/Puddle_of_Mudd,2003
370,70,Frankie J,"71
",Don't Wanna Try,/wiki/Don%27t_Wanna_Try,Don't Wanna Try,/wiki/Frankie_J,2003
371,71,Lil' Kim,"72
",The Jump Off,/wiki/The_Jump_Off,The Jump Off,/wiki/Lil%27_Kim,2003
372,72,Jewel,"73
",Intuition,/wiki/Intuition_(Jewel_song),Intuition,/wiki/Jewel_(singer),2003
373,73,Ginuwine,"74
",Hell Yeah,/wiki/Hell_Yeah_(Ginuwine_song),Hell Yeah,/wiki/Ginuwine,2003
374,74,Toby Keith,"75
",Beer for My Horses,/wiki/Beer_for_My_Horses,Beer for My Horses,/wiki/Toby_Keith,2003
375,75,Chingy,"76
",Holidae In,/wiki/Holidae_In,Holidae In,/wiki/Chingy,2003
376,76,Baby Bash,"77
",Suga Suga,/wiki/Suga_Suga,Suga Suga,/wiki/Baby_Bash,2003
377,77,Erykah Badu,"78
",Love of My Life (An Ode to Hip-Hop),/wiki/Love_of_My_Life_(An_Ode_to_Hip-Hop),Love of My Life (An Ode to Hip-Hop),/wiki/Erykah_Badu,2003
378,78,Christina Aguilera,"79
",Fighter,/wiki/Fighter_(Christina_Aguilera_song),Fighter,/wiki/Christina_Aguilera,2003
379,79,2Pac,"80
",Thugz Mansion,/wiki/Thugz_Mansion,Thugz Mansion,/wiki/Tupac_Shakur,2003
380,80,Coldplay,"81
",Clocks,/wiki/Clocks_(song),Clocks,/wiki/Coldplay,2003
381,81,Jaheim,"82
","""Put That Woman First""",,"""Put That Woman First""",/wiki/Jaheim,2003
382,82,Ashanti,"83
",Rain on Me,/wiki/Rain_on_Me,Rain on Me,/wiki/Ashanti_(entertainer),2003
383,83,Mark Wills,"84
",19 Somethin',/wiki/19_Somethin%27,19 Somethin',/wiki/Mark_Wills,2003
384,84,Young Gunz,"85
","Can't Stop, Won't Stop","/wiki/Can%27t_Stop,_Won%27t_Stop_(Young_Gunz_song)","Can't Stop, Won't Stop",/wiki/Young_Gunz,2003
385,85,Brooks & Dunn,"86
",Red Dirt Road,/wiki/Red_Dirt_Road_(song),Red Dirt Road,/wiki/Brooks_%26_Dunn,2003
386,86,Dierks Bentley,"87
",What Was I Thinkin',/wiki/What_Was_I_Thinkin%27,What Was I Thinkin',/wiki/Dierks_Bentley,2003
387,87,Ruben Studdard,"88
",Flying Without Wings,/wiki/Flying_Without_Wings#Ruben_Studdard_version,Flying Without Wings,/wiki/Ruben_Studdard,2003
388,88,Eminem,"89
",Sing for the Moment,/wiki/Sing_for_the_Moment,Sing for the Moment,/wiki/Eminem,2003
389,89,Darryl Worley,"90
",Have You Forgotten?,/wiki/Have_You_Forgotten%3F_(song),Have You Forgotten?,/wiki/Darryl_Worley,2003
390,90,Kenny Chesney,"91
","No Shoes, No Shirt, No Problems","/wiki/No_Shoes,_No_Shirt,_No_Problems_(song)","No Shoes, No Shirt, No Problems",/wiki/Kenny_Chesney,2003
391,91,Aaliyah,"92
",Come Over,/wiki/Come_Over_(Aaliyah_song),Come Over,/wiki/Aaliyah,2003
392,92,Field Mob,"93
",Sick of Being Lonely,/wiki/Sick_of_Being_Lonely,Sick of Being Lonely,/wiki/Field_Mob,2003
393,93,R. Kelly,"94
",Step in the Name of Love,/wiki/Step_in_the_Name_of_Love,Step in the Name of Love,/wiki/R._Kelly,2003
394,94,Thalía,"95
",I Want You,/wiki/I_Want_You_(Thal%C3%ADa_song),I Want You,/wiki/Thal%C3%ADa,2003
395,95,Audioslave,"96
",Like a Stone,/wiki/Like_a_Stone,Like a Stone,/wiki/Audioslave,2003
396,96,Norah Jones,"97
",Don't Know Why,/wiki/Don%27t_Know_Why,Don't Know Why,/wiki/Norah_Jones,2003
397,97,Eminem,"98
",Superman,/wiki/Superman_(Eminem_song),Superman,/wiki/Eminem,2003
398,98,Tim McGraw,"99
",Real Good Man,/wiki/Real_Good_Man,Real Good Man,/wiki/Tim_McGraw,2003
399,99,Floetry,"100
",Say Yes,/wiki/Say_Yes_(Floetry_song),Say Yes,/wiki/Floetry,2003
400,0,Usher,"1
",Yeah!,/wiki/Yeah!_(Usher_song),Yeah!,/wiki/Usher_(musician),2004
401,1,Usher,"2
",Burn,/wiki/Burn_(Usher_song),Burn,/wiki/Usher_(musician),2004
402,2,Alicia Keys,"3
",If I Ain't Got You,/wiki/If_I_Ain%27t_Got_You,If I Ain't Got You,/wiki/Alicia_Keys,2004
403,3,Maroon 5,"4
",This Love,/wiki/This_Love_(Maroon_5_song),This Love,/wiki/Maroon_5,2004
404,4,OutKast,"5
",The Way You Move,/wiki/The_Way_You_Move,The Way You Move,/wiki/OutKast,2004
405,5,Hoobastank,"6
",The Reason,/wiki/The_Reason_(Hoobastank_song),The Reason,/wiki/Hoobastank,2004
406,6,Mario Winans,"7
",I Don't Wanna Know,/wiki/I_Don%27t_Wanna_Know_(Mario_Winans_song),I Don't Wanna Know,/wiki/Mario_Winans,2004
407,7,OutKast,"8
",Hey Ya!,/wiki/Hey_Ya!,Hey Ya!,/wiki/OutKast,2004
408,8,Ciara,"9
",Goodies,/wiki/Goodies_(song),Goodies,/wiki/Ciara,2004
409,9,Terror Squad,"10
",Lean Back,/wiki/Lean_Back,Lean Back,/wiki/Terror_Squad_(group),2004
410,10,J-Kwon,"11
",Tipsy,/wiki/Tipsy_(song),Tipsy,/wiki/J-Kwon,2004
411,11,Usher,"12
",Confessions Part II,/wiki/Confessions_Part_II,Confessions Part II,/wiki/Usher_(musician),2004
412,12,Juvenile,"13
",Slow Motion,/wiki/Slow_Motion_(Juvenile_song),Slow Motion,/wiki/Juvenile_(rapper),2004
413,13,Petey Pablo,"14
",Freek-a-Leek,/wiki/Freek-a-Leek,Freek-a-Leek,/wiki/Petey_Pablo,2004
414,14,3 Doors Down,"15
",Here Without You,/wiki/Here_Without_You,Here Without You,/wiki/3_Doors_Down,2004
415,15,Twista,"16
",Slow Jamz,/wiki/Slow_Jamz,Slow Jamz,/wiki/Twista,2004
416,16,Nickelback,"17
",Someday,/wiki/Someday_(Nickelback_song),Someday,/wiki/Nickelback,2004
417,17,Beyoncé,"18
",Naughty Girl,/wiki/Naughty_Girl_(Beyonc%C3%A9_Knowles_song),Naughty Girl,/wiki/Beyonc%C3%A9_Knowles,2004
418,18,Evanescence,"19
",My Immortal,/wiki/My_Immortal,My Immortal,/wiki/Evanescence,2004
